ResponseId,Age,Country,EdLevel,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith
55648,25-34y,Portugal,Bachelor’s degree,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,HTML/CSS;JavaScript;PowerShell;TypeScript,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,None,None,Angular;ASP.NET CORE;Node.js,Angular;ASP.NET CORE;Node.js
46736,25-34y,India,Bachelor’s degree,JavaScript;SQL;TypeScript,Go;JavaScript;Kotlin;Rust;Scala;SQL;TypeScript,BigQuery;PostgreSQL;SQLite,BigQuery;Dynamodb;MongoDB;Neo4J;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud;Microsoft Azure;OpenShift,Express;NestJS;Node.js;Vue.js,Express;NestJS;Node.js;Vue.js
52897,25-34y,Greece,Study wo degree,HTML/CSS;SQL;TypeScript,HTML/CSS;SQL;TypeScript,PostgreSQL,PostgreSQL,Firebase;Google Cloud,None,Node.js;React,Node.js;React
274,45-54y,USA,Bachelor’s degree,C#;C++;Java;Lua;PowerShell;Python;SQL,C#;Java;PowerShell;Python;Rust,MariaDB;Microsoft SQL Server;PostgreSQL,Cassandra;Microsoft SQL Server;PostgreSQL,Google Cloud;Microsoft Azure;VMware,Google Cloud;Microsoft Azure;VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;Spring Boot,Spring Boot
63613,35-44y,Unknown,Master’s degree,None,None,None,None,None,None,None,None
12521,25-34y,Nigeria,Bachelor’s degree,JavaScript,JavaScript,Firebase Realtime Database,Firebase Realtime Database,Google Cloud,Google Cloud,None,None
14917,35-44y,Netherlands,Master’s degree,Bash/Shell (all shells);Go;Java;Kotlin;Python;Rust,Bash/Shell (all shells);C;C++;Haskell;Java;Kotlin;Rust,Microsoft SQL Server;MongoDB;PostgreSQL,Clickhouse;Databricks SQL;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Microsoft Azure,Google Cloud;Microsoft Azure,Spring Boot,Spring Boot
33859,18-24y,Ghana,Study wo degree,Dart;JavaScript;MicroPython;Python;TypeScript,Dart;GDScript;Go;Python;TypeScript,Cloud Firestore;MongoDB,Cloud Firestore;Elasticsearch;Redis,Digital Ocean;Firebase;Google Cloud;Netlify;Vercel,Firebase;Google Cloud;Netlify;Vercel,Express;Next.js;Node.js;React,Express;Next.js;Vue.js
51776,25-34y,USA,Professional degree,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;MATLAB;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript,PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;Hetzner,Google Cloud;Hetzner,FastAPI;Node.js;Svelte,FastAPI;Node.js;Svelte
36073,25-34y,UK,Bachelor’s degree,Swift,Swift,None,None,None,None,None,None
38353,35-44y,Germany,Study wo degree,Bash/Shell (all shells);Elixir;JavaScript;Ruby;SQL;TypeScript,Bash/Shell (all shells);Elixir;Erlang;JavaScript;SQL,PostgreSQL,PostgreSQL,Google Cloud;Heroku,None,Phoenix;Ruby on Rails;Vue.js,Phoenix;Vue.js
6341,25-34y,Italy,Master’s degree,C;HTML/CSS;Java;Python;TypeScript,C;Go;Python,Couch DB;Dynamodb;PostgreSQL;SQLite,PostgreSQL;SQLite,Amazon Web Services (AWS),None,Django;React,Django
40170,18-24y,Japan,Study wo degree,Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Ruby;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,BigQuery;MySQL,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure;Render;Vultr,Amazon Web Services (AWS);Cloudflare;Google Cloud,CodeIgniter;Express;Laravel;Next.js;Node.js;Nuxt.js;React;Vue.js,Express;Next.js;Node.js;Nuxt.js;React;Remix;Ruby on Rails;Vue.js
9101,45-54y,USA,Study wo degree,HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Microsoft SQL Server,OpenShift,OpenShift,Express;jQuery;Node.js,Express;jQuery;Node.js
30151,18-24y,USA,Study wo degree,Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;Java;JavaScript;Lisp;Lua;Objective-C;Python;Rust;SQL;Swift;TypeScript,C;C++;Go;Haskell;Python;Rust;SQL;Swift;TypeScript,Cockroachdb;DuckDB;MongoDB;PostgreSQL;SQLite,PostgreSQL,None,None,Next.js;Node.js;Svelte,Svelte
38405,25-34y,Netherlands,Master’s degree,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;Kotlin;Lua;PowerShell;Python;Rust;SQL,Bash/Shell (all shells);C#;Go;Kotlin;Lua;Rust,BigQuery;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,Cloudflare;Digital Ocean;Google Cloud,"Google Cloud;Linode, now Akamai",Angular;ASP.NET CORE;Node.js;React;Spring Boot,Angular;ASP.NET CORE;Htmx
28151,18-24y,Italy,Study wo degree,C,C,None,None,None,None,None,None
41176,18-24y,Czechia,Bachelor’s degree,C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;TypeScript,Elasticsearch;Microsoft Access;Microsoft SQL Server;MySQL;Oracle,Elasticsearch;Microsoft SQL Server,None,None,Angular;ASP.NET;ASP.NET CORE;Express;FastAPI;Node.js;Nuxt.js;Vue.js,ASP.NET;ASP.NET CORE;Express;Node.js;Svelte;Vue.js
5368,25-34y,Ireland,Associate degree,Java;SQL;TypeScript,Java;Kotlin;Python;SQL,MySQL;PostgreSQL,PostgreSQL,Microsoft Azure,Microsoft Azure,React;Spring Boot,React;Spring Boot
53231,25-34y,Canada,Bachelor’s degree,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript;VBA,C#;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,Cassandra;Couch DB;Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL,Cassandra;Cockroachdb;Couchbase;Elasticsearch;Firebase Realtime Database;MongoDB;PostgreSQL;RavenDB;Redis;TiDB,Managed Hosting;VMware,Amazon Web Services (AWS);Cloudflare;Firebase;Managed Hosting;OpenStack;VMware,ASP.NET;ASP.NET CORE;React;Spring Boot;Vue.js,ASP.NET;ASP.NET CORE;FastAPI;React;Vue.js
16029,35-44y,China,Bachelor’s degree,Bash/Shell (all shells);Elixir;GDScript;HTML/CSS;JavaScript;Rust;Solidity;TypeScript;Zig,Elixir;GDScript;HTML/CSS;JavaScript;Rust;TypeScript;Zig,PostgreSQL;SQLite,PostgreSQL;SQLite,Cloudflare;Firebase;Fly.io,Cloudflare;Firebase;Fly.io,Phoenix,Phoenix
36234,25-34y,Portugal,Bachelor’s degree,HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript;Python;TypeScript,MySQL;PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Netlify,None,jQuery;Next.js;Node.js;React,Next.js;Node.js;React
16850,18-24y,Lithuania,Bachelor’s degree,HTML/CSS;Java;JavaScript;SQL,Java;SQL,MySQL;Oracle;PostgreSQL,MySQL;PostgreSQL,VMware,None,Node.js;React;Spring Boot,Spring Boot
58082,25-34y,Australia,Bachelor’s degree,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;Python;SQL;TypeScript,Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Heroku;Microsoft Azure;Vercel,Cloudflare,Angular;ASP.NET;ASP.NET CORE;Next.js;Node.js;React,Angular;ASP.NET CORE;Blazor;Node.js;Svelte
26331,25-34y,Bolivia,Bachelor’s degree,JavaScript;TypeScript,Java;JavaScript;Kotlin;TypeScript,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Firebase;Managed Hosting;Vercel,Amazon Web Services (AWS);Firebase;Managed Hosting;Vercel,Express;NestJS;Next.js;Node.js;React,Express;NestJS;Next.js;Node.js;React;Svelte;Vue.js;WordPress
43784,35-44y,USA,Bachelor’s degree,Bash/Shell (all shells);Go;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Java;JavaScript;TypeScript,H2;MySQL;Redis,H2;MySQL,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Django;Node.js;React;Spring Boot,Node.js;React;Spring Boot
64025,35-44y,Unknown,Unknown,None,None,None,None,None,None,None,None
45996,55-64y,Canada,Bachelor’s degree,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Kotlin;MicroPython;Objective-C;PowerShell;Python;SQL;Swift;Visual Basic (.Net),Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Kotlin;MicroPython;PowerShell;Python;SQL;Swift,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,"Amazon Web Services (AWS);Google Cloud;Linode, now Akamai;Microsoft Azure",Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;jQuery;Laravel,ASP.NET CORE;Blazor;Django
3289,18-24y,Ukraine,Study wo degree,Assembly;Bash/Shell (all shells);C;C#;F#;Go;HTML/CSS;Java;JavaScript;PHP;Prolog;Python;Rust;SQL,Bash/Shell (all shells);C#;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku,ASP.NET;ASP.NET CORE,ASP.NET CORE;React;Svelte
17747,35-44y,USA,Study wo degree,Assembly;Delphi;Go;Objective-C;Perl,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Lua;PHP;PowerShell;Python;SQL,MySQL,MariaDB;SQLite,Amazon Web Services (AWS),Cloudflare;VMware,None,None
54392,25-34y,India,Bachelor’s degree,HTML/CSS;JavaScript;PHP;TypeScript,PHP;TypeScript,MongoDB;MySQL,MongoDB;MySQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Heroku;Microsoft Azure;Render;Vercel,Amazon Web Services (AWS);Digital Ocean;Firebase;Heroku;Microsoft Azure;Render;Vercel,Express;jQuery;Node.js;Nuxt.js;React;Vue.js;WordPress;Yii 2,Express;NestJS;Next.js;Remix
6062,65y+,USA,Bachelor’s degree,Bash/Shell (all shells);C;C++;HTML/CSS;Java;Python,C++;HTML/CSS;Python,None,None,None,None,None,None
59324,25-34y,USA,Study wo degree,Bash/Shell (all shells);JavaScript;TypeScript,Go;JavaScript;Ruby;TypeScript,None,None,Amazon Web Services (AWS);Google Cloud,None,Angular,Angular;Ruby on Rails
16346,18-24y,Ukraine,Bachelor’s degree,HTML/CSS;JavaScript;Python,C#;Python,None,None,None,None,None,None
37371,25-34y,Ukraine,Master’s degree,Go;Python,Go;Python,None,None,None,None,None,None
62110,18-24y,Unknown,Master’s degree,None,None,None,None,None,None,None,None
5477,45-54y,India,Bachelor’s degree,Elixir;HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;Python,MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Firebase;Hetzner,Amazon Web Services (AWS);Cloudflare;Firebase;Hetzner,Express;FastAPI;Htmx;Node.js,Express;FastAPI;Htmx;Node.js
1035,55-64y,USA,Bachelor’s degree,JavaScript;Python;SQL,JavaScript;Python;SQL,Oracle;PostgreSQL,Oracle;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Django;Flask,Django;Flask
13713,18-24y,India,Bachelor’s degree,C;C++;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,BigQuery;Firebase Realtime Database;MySQL;Oracle;PostgreSQL;SQLite,MongoDB;PostgreSQL,Google Cloud;IBM Cloud Or Watson,Amazon Web Services (AWS);Google Cloud;IBM Cloud Or Watson;Microsoft Azure,Angular;Django;React;Spring Boot;WordPress,React;Spring Boot
52283,35-44y,Switzerland,Bachelor’s degree,C#,C#,MongoDB;MySQL;PostgreSQL;SQLite,MongoDB;MySQL;PostgreSQL;SQLite,Google Cloud;Microsoft Azure;VMware,Google Cloud;VMware,None,None
4208,18-24y,Poland,Master’s degree,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,MySQL;PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,Firebase;Google Cloud;IBM Cloud Or Watson;Render,Amazon Web Services (AWS);Firebase;Google Cloud;IBM Cloud Or Watson,Angular;AngularJS;Django;FastAPI;Flask;jQuery;Node.js;React;Vue.js;WordPress,Django;FastAPI;Node.js;Vue.js
6667,25-34y,Germany,Secondary School,HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,MariaDB;MongoDB,MariaDB;MongoDB;SQLite,"Cloudflare;Linode, now Akamai","Cloudflare;Linode, now Akamai",Node.js;Svelte,Htmx;Node.js;Svelte
54712,25-34y,Belgium,Bachelor’s degree,Assembly;Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;SQLite,MariaDB;MySQL,Cloudflare;Google Cloud;Microsoft Azure;VMware,Google Cloud;Microsoft Azure;VMware,Angular;Drupal;jQuery;Laravel;Next.js;Node.js;Vue.js;WordPress,Angular;Drupal;jQuery;Node.js;WordPress
56314,35-44y,USA,Master’s degree,C++;Java;Python;Rust;Scala;SQL,Java;Python;Scala;SQL,None,None,None,None,None,None
11807,25-34y,Thailand,Secondary School,OCaml,OCaml,SQLite,BigQuery;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),Angular,Angular
12104,35-44y,Canada,Master’s degree,Bash/Shell (all shells);Go;JavaScript;Lua;Python;Rust;SQL;TypeScript,Rust,MariaDB;MongoDB,None,Amazon Web Services (AWS);Cloudflare,None,Express;React,Express;React
16177,25-34y,Spain,Master’s degree,HTML/CSS;JavaScript;Python;R;Scala;SQL;TypeScript,Python;R;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,Microsoft SQL Server;MongoDB;MySQL;Neo4J;PostgreSQL,Microsoft Azure;OpenShift;Oracle Cloud Infrastructure (OCI);Render,Amazon Web Services (AWS);Cloudflare;Google Cloud;Hetzner;Microsoft Azure;OpenShift;Oracle Cloud Infrastructure (OCI);Render,Django;Flask;Vue.js,FastAPI;React;Vue.js
10181,35-44y,UK,Study wo degree,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Netlify;Vercel,Amazon Web Services (AWS);Cloudflare;Google Cloud;Netlify;Vercel,Astro;Drupal;Express;Gatsby;Htmx;Laravel;Next.js;Node.js;React;WordPress,Astro;Express;Gatsby;Laravel;Next.js;Node.js;React;Svelte
32764,45-54y,Bulgaria,Bachelor’s degree,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,C#;Lisp;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure,None,Angular;ASP.NET;Blazor;Django;React,Angular;ASP.NET
2976,35-44y,Australia,Professional degree,C;C#;C++;MATLAB;Python;Visual Basic (.Net),None,Microsoft SQL Server;SQLite,None,Microsoft Azure,None,None,None
24110,18-24y,Bangladesh,Secondary School,C++;Java;JavaScript;TypeScript,C++;Go;Java;JavaScript;PHP;Python;SQL;TypeScript,MongoDB;MySQL,MongoDB;MySQL;PostgreSQL;Redis,Vercel,Digital Ocean;Firebase;Vercel,Express;NestJS;Next.js;Node.js;React;WordPress,AngularJS;Django;Express;Htmx;NestJS;Next.js;Node.js;React;Ruby on Rails;Strapi;WordPress
8282,25-34y,Spain,Bachelor’s degree,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL,Go;Java;Kotlin;Python;Rust;SQL,Clickhouse;Dynamodb;Elasticsearch;H2;MariaDB;MySQL;Oracle;PostgreSQL;Redis,Elasticsearch;H2;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;OpenShift,Google Cloud;OpenShift,Spring Boot;Symfony;Vue.js,Spring Boot
47560,55-64y,South Africa,Master’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,None,SQLite,PostgreSQL;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;OpenStack,Cloudflare;Digital Ocean;Fly.io;Supabase,Node.js;Svelte,Node.js;Solid.js;Svelte
55629,Under 18y,Germany,Primary school,Assembly;C;C++;Java;Lisp;Python,Assembly;C;GDScript;Go;Haskell;Java;Lisp;Python;Rust;Zig,SQLite,MariaDB,Hetzner,None,None,None
7413,18-24y,Viet Nam,Bachelor’s degree,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lua;Python;TypeScript,Bash/Shell (all shells);C;C++;Go;Java;Rust;TypeScript;Zig,None,None,None,None,jQuery;Node.js;React,Htmx;Next.js
58221,18-24y,Israel,Study wo degree,HTML/CSS;JavaScript;R,HTML/CSS;JavaScript;Python;SQL;TypeScript,None,None,None,None,Django;React,React
37214,45-54y,Spain,Master’s degree,Bash/Shell (all shells);Java;JavaScript,Bash/Shell (all shells);Java;JavaScript;Python,IBM DB2,IBM DB2,None,None,None,None
51362,35-44y,Brazil,Study wo degree,Java;PowerShell;Python;SQL,Go;Java;Python;Rust,Dynamodb;Microsoft SQL Server;MongoDB;Redis,Dynamodb;MongoDB;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS),FastAPI;Flask;Spring Boot,FastAPI;Spring Boot
42595,25-34y,India,Bachelor’s degree,Python,Python,MySQL,MySQL,None,None,React,None
48720,25-34y,Malaysia,Bachelor’s degree,Assembly;C++;Clojure;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;Visual Basic (.Net),Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL;Supabase,Firebase Realtime Database;MongoDB;PostgreSQL;Supabase,Amazon Web Services (AWS);Google Cloud;Heroku;Netlify;Oracle Cloud Infrastructure (OCI),Alibaba Cloud;Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Netlify;Vercel,CodeIgniter;React;Vue.js,Angular;AngularJS;Laravel;React;Svelte;Vue.js
17122,Under 18y,Ukraine,Secondary School,JavaScript;Python;Rust,Python;Rust,MongoDB;PostgreSQL;SQLite,PostgreSQL;SQLite,None,None,Node.js,None
8318,35-44y,Denmark,Master’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;SQL,Bash/Shell (all shells);Kotlin,BigQuery;SQLite,SQLite,Firebase;Google Cloud,None,React,React
25154,35-44y,Taiwan,Master’s degree,Go;TypeScript,Go,MongoDB,PostgreSQL,Amazon Web Services (AWS),None,Angular;Express;Node.js,Htmx
36298,25-34y,USA,Bachelor’s degree,C#;HTML/CSS;JavaScript;Perl;Visual Basic (.Net),C#;HTML/CSS;Perl,MariaDB;Microsoft SQL Server,MariaDB;Microsoft SQL Server,None,None,ASP.NET;ASP.NET CORE;Vue.js,ASP.NET CORE
59638,18-24y,Unknown,Study wo degree,HTML/CSS;Java;JavaScript;PHP;Python,HTML/CSS;JavaScript;Python,MongoDB;MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL,Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI);PythonAnywhere,Angular;AngularJS;Express;Node.js;React,Angular;AngularJS;Django;Express;jQuery;Laravel;Node.js;React
41330,18-24y,Tunisia,Study wo degree,C#;C++;HTML/CSS;JavaScript;Lua;PHP;Python,Assembly;C;C#;C++;Go;Kotlin;Ruby;Zig,MySQL;SQLite,SQLite,None,None,Laravel,ASP.NET;ASP.NET CORE;Laravel;Ruby on Rails;Svelte;Symfony
41073,Under 18y,Czechia,Secondary School,C#;Java;Python,Assembly;Bash/Shell (all shells);C;C++;GDScript;Go;Java;Python;Rust,None,None,None,None,None,None
62967,35-44y,Unknown,Unknown,None,None,None,None,None,None,None,None
42888,35-44y,Iran,Master’s degree,Apex;HTML/CSS;Java;JavaScript;MATLAB;SQL,HTML/CSS;Java;JavaScript;SQL,BigQuery;MySQL;Oracle,BigQuery;MySQL;Oracle,None,None,jQuery,Angular;jQuery;Spring Boot
37735,Under 18y,Germany,Primary school,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,SQLite,None,Cloudflare;Vercel,None,Vue.js;WordPress,Angular;AngularJS;Deno;Express;Node.js;Svelte
47061,45-54y,Denmark,Master’s degree,HTML/CSS;TypeScript,Bash/Shell (all shells);C#;PowerShell,None,None,None,None,React,Next.js;Node.js;Svelte
53980,45-54y,USA,Master’s degree,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript;Zig,F#;HTML/CSS;Java;JavaScript;Python;Zig,Cloud Firestore;SQLite,SQLite,Google Cloud,None,Node.js;Solid.js,None
54124,18-24y,Unknown,Unknown,None,None,None,None,None,None,None,None
54113,25-34y,Canada,Professional degree,JavaScript,JavaScript;Rust,None,None,None,None,Express;Node.js;Svelte,Deno;Express;Node.js;Svelte
52974,18-24y,Sweden,Secondary School,Bash/Shell (all shells);C#;Rust,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;Rust;TypeScript;Zig,None,None,Cloudflare;Oracle Cloud Infrastructure (OCI),Cloudflare;Oracle Cloud Infrastructure (OCI),Astro,Astro
43893,45-54y,USA,Bachelor’s degree,Assembly;Bash/Shell (all shells);C;Erlang;Go;Groovy;HTML/CSS;Java;Lisp;Perl;PHP;PowerShell;Python;R;Ruby;SQL,Bash/Shell (all shells);C;Go;Lisp;Lua;Perl;PowerShell;Python;R;Ruby;Rust,Clickhouse;Dynamodb;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Clickhouse;Elasticsearch;MariaDB;PostgreSQL,"Amazon Web Services (AWS);Cloudflare;Google Cloud;Linode, now Akamai;Managed Hosting;Microsoft Azure;OpenStack;VMware",Amazon Web Services (AWS);Cloudflare;Google Cloud;Managed Hosting;OpenStack,FastAPI;jQuery;Node.js;React,FastAPI;jQuery;Node.js
11308,65y+,Brazil,Study wo degree,C#;Delphi;Kotlin,None,Microsoft SQL Server,None,Amazon Web Services (AWS);Microsoft Azure,None,ASP.NET,ASP.NET
56588,35-44y,Unknown,Bachelor’s degree,None,None,None,None,None,None,None,None
20037,25-34y,Pakistan,Bachelor’s degree,C#;HTML/CSS;JavaScript;SQL;TypeScript,Dart;TypeScript,None,None,None,None,Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery;React,Angular
38889,18-24y,USA,Study wo degree,Assembly;C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,PostgreSQL,PostgreSQL,Firebase,Firebase,Angular;FastAPI;Flask;Node.js;React,Angular;FastAPI;Node.js
16074,18-24y,Sweden,Bachelor’s degree,Assembly;C;C#;Elixir;HTML/CSS;Java;JavaScript;TypeScript,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;TypeScript,MongoDB,MongoDB;PostgreSQL,None,None,Angular;AngularJS;Express;Node.js;Svelte,Angular;AngularJS;NestJS;Node.js
35701,18-24y,USA,Bachelor’s degree,C#;TypeScript,C#;TypeScript,Cosmos DB;Databricks SQL;Elasticsearch;Microsoft SQL Server,Microsoft SQL Server,Databricks;Microsoft Azure,Microsoft Azure,ASP.NET CORE;React,ASP.NET CORE;React
57019,35-44y,Germany,Study wo degree,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,MariaDB;MySQL,None,None,jQuery;Laravel;WordPress,jQuery;Laravel;WordPress
9166,25-34y,Uruguay,Bachelor’s degree,C#;Dart;SQL,Dart;SQL;Swift,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,Cloud Firestore;Firebase Realtime Database;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure;Supabase,Amazon Web Services (AWS);Firebase;Google Cloud,Laravel;Node.js;WordPress,Laravel;Node.js
18506,35-44y,UK,Master’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Go;HTML/CSS;JavaScript;Kotlin;Solidity;SQL;TypeScript,Cassandra;Cloud Firestore;Dynamodb;PostgreSQL;SQLite;Supabase,Cassandra;Cloud Firestore;Dynamodb;Elasticsearch;PostgreSQL;SQLite;Supabase,Cloudflare;Digital Ocean;Firebase;Google Cloud;PythonAnywhere;Supabase;Vultr,Amazon Web Services (AWS);Cloudflare;Google Cloud,Express;Flask;NestJS;Next.js;Node.js;React;Svelte;Vue.js,Express;NestJS;Node.js;Vue.js
22903,25-34y,Colombia,Bachelor’s degree,C++;JavaScript;Julia;Lua;Python;Rust;TypeScript,Go;Rust,None,None,None,None,Django;Nuxt.js;React,None
4658,18-24y,UK,Bachelor’s degree,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL;SQLite,None,None,Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js,Angular;ASP.NET CORE;Node.js;React;Svelte;Vue.js
57446,25-34y,USA,Master’s degree,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Fortran;Go;Haskell;HTML/CSS;Java;JavaScript;Lisp;MATLAB;OCaml;Perl;Prolog;Python;Ruby;Rust;SQL,Assembly;Bash/Shell (all shells);C;C++;Python;Rust,PostgreSQL;Redis,Redis,None,None,None,None
42015,45-54y,France,Master’s degree,C#;HTML/CSS;JavaScript;PowerShell;Solidity;SQL;TypeScript,C#;Dart;HTML/CSS;JavaScript;PowerShell;Solidity;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;SQLite,Firebase;Google Cloud;Microsoft Azure;OVH,Firebase;Google Cloud;Microsoft Azure;OVH,ASP.NET;ASP.NET CORE;Node.js;Remix,ASP.NET CORE;Blazor;Node.js;React;Remix
